anio,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,sector_o_tipo_gestion,cantidad_matriculados_hombre,cantidad_matriculados_mujer,total_matriculados
2023,11,Central,13,San Antonio,1,Urbana,Privado,673,653,1326
2023,11,Central,14,San Lorenzo,1,Urbana,Privado,5090,5056,10146
2023,11,Central,14,San Lorenzo,1,Urbana,Privado Subvencionado,2709,2475,5184
2023,11,Central,14,San Lorenzo,1,Urbana,Oficial,17331,17295,34626
2023,11,Central,15,Villa Elisa,1,Urbana,Oficial,5099,4953,10052
2023,11,Central,15,Villa Elisa,1,Urbana,Privado,1014,923,1937
2023,11,Central,15,Villa Elisa,1,Urbana,Privado Subvencionado,1069,1070,2139
2023,11,Central,16,Villeta,1,Urbana,Privado Subvencionado,291,273,564
2023,11,Central,16,Villeta,1,Urbana,Oficial,1789,1758,3547
2023,11,Central,16,Villeta,1,Urbana,Privado,146,116,262
2023,11,Central,16,Villeta,2,Rural,Oficial,2256,2094,4350
2023,11,Central,17,Ypacaraí,2,Rural,Privado,0,17,17
2023,11,Central,17,Ypacaraí,1,Urbana,Oficial,1232,1237,2469
2023,11,Central,17,Ypacaraí,1,Urbana,Privado,309,321,630
2023,11,Central,17,Ypacaraí,1,Urbana,Privado Subvencionado,57,57,114
2023,11,Central,17,Ypacaraí,2,Rural,Oficial,786,754,1540
2023,11,Central,17,Ypacaraí,2,Rural,Privado Subvencionado,319,343,662
2023,11,Central,18,Ypané,1,Urbana,Oficial,2549,2545,5094
2023,11,Central,18,Ypané,2,Rural,Privado,236,239,475
2023,11,Central,18,Ypané,2,Rural,Privado Subvencionado,117,107,224
2023,11,Central,18,Ypané,2,Rural,Oficial,4421,4017,8438
2023,11,Central,18,Ypané,1,Urbana,Privado Subvencionado,625,548,1173
2023,11,Central,18,Ypané,1,Urbana,Privado,197,181,378
2023,1,Concepción,12,Arroyito,2,Rural,Privado Subvencionado,221,185,406
2023,1,Concepción,12,Arroyito,2,Rural,Oficial,1111,1095,2206
2023,1,Concepción,8,Azotey,2,Rural,Oficial,597,622,1219
2023,1,Concepción,8,Azotey,1,Urbana,Oficial,353,409,762
2023,1,Concepción,8,Azotey,1,Urbana,Privado Subvencionado,80,93,173
2023,1,Concepción,2,Belén,1,Urbana,Oficial,402,355,757
2023,1,Concepción,2,Belén,2,Rural,Oficial,1368,1239,2607
2023,1,Concepción,1,Concepción,2,Rural,Privado Subvencionado,32,45,77
2023,1,Concepción,1,Concepción,1,Urbana,Oficial,4764,4796,9560
2023,1,Concepción,1,Concepción,2,Rural,Oficial,1395,1132,2527
2023,1,Concepción,1,Concepción,1,Urbana,Privado Subvencionado,4060,4086,8146
2023,1,Concepción,1,Concepción,1,Urbana,Privado,419,487,906
2023,1,Concepción,3,Horqueta,2,Rural,Privado Subvencionado,73,73,146
2023,1,Concepción,3,Horqueta,2,Rural,Oficial,3328,3194,6522
2023,1,Concepción,3,Horqueta,1,Urbana,Privado Subvencionado,739,765,1504
2023,1,Concepción,3,Horqueta,1,Urbana,Oficial,1327,1381,2708
2023,1,Concepción,3,Horqueta,1,Urbana,Privado,36,73,109
2023,1,Concepción,14,Itacuá,2,Rural,Oficial,325,363,688
2023,1,Concepción,4,Loreto,1,Urbana,Oficial,896,833,1729
2023,1,Concepción,4,Loreto,1,Urbana,Privado,28,39,67
2023,1,Concepción,4,Loreto,2,Rural,Oficial,1141,1091,2232
2023,1,Concepción,11,Paso Barreto,1,Urbana,Oficial,239,277,516
2023,1,Concepción,11,Paso Barreto,2,Rural,Oficial,292,310,602
2023,1,Concepción,13,Paso Horqueta,2,Rural,Oficial,1107,1080,2187
2023,1,Concepción,10,San Alfredo,2,Rural,Oficial,58,69,127
2023,1,Concepción,10,San Alfredo,1,Urbana,Oficial,259,255,514
2023,1,Concepción,5,San Carlos del Apa,1,Urbana,Oficial,93,92,185
2023,1,Concepción,6,San Lázaro,2,Rural,Privado Subvencionado,127,133,260
2023,1,Concepción,6,San Lázaro,1,Urbana,Privado,25,36,61
2023,1,Concepción,6,San Lázaro,2,Rural,Oficial,1369,1447,2816
2023,1,Concepción,6,San Lázaro,2,Rural,Privado,74,105,179
2023,1,Concepción,6,San Lázaro,1,Urbana,Oficial,107,93,200
2023,1,Concepción,9,Sargento José Félix López,2,Rural,Oficial,325,283,608
2023,1,Concepción,9,Sargento José Félix López,1,Urbana,Oficial,574,654,1228
2023,1,Concepción,9,Sargento José Félix López,2,Rural,Privado Subvencionado,9,6,15
2023,1,Concepción,7,Yby Yaú,2,Rural,Privado,8,8,16
2023,1,Concepción,7,Yby Yaú,2,Rural,Oficial,1819,1843,3662
2023,1,Concepción,7,Yby Yaú,1,Urbana,Privado Subvencionado,4,92,96
2023,1,Concepción,7,Yby Yaú,1,Urbana,Oficial,1248,1231,2479
2023,3,Cordillera,15,1º de Marzo,1,Urbana,Oficial,175,133,308
2023,3,Cordillera,15,1º de Marzo,2,Rural,Oficial,375,322,697
2023,3,Cordillera,2,Altos,1,Urbana,Oficial,781,778,1559
2023,3,Cordillera,2,Altos,2,Rural,Oficial,533,531,1064
2023,3,Cordillera,2,Altos,1,Urbana,Privado Subvencionado,220,228,448
2023,3,Cordillera,3,Arroyos y Esteros,1,Urbana,Privado Subvencionado,150,137,287
2023,3,Cordillera,3,Arroyos y Esteros,2,Rural,Oficial,1787,1671,3458
2023,3,Cordillera,3,Arroyos y Esteros,2,Rural,Privado,27,29,56
2023,3,Cordillera,3,Arroyos y Esteros,1,Urbana,Oficial,592,630,1222
2023,3,Cordillera,4,Atyrá,2,Rural,Oficial,1050,1064,2114
2023,3,Cordillera,4,Atyrá,1,Urbana,Oficial,923,845,1768
2023,3,Cordillera,1,Caacupé,1,Urbana,Oficial,3083,2934,6017
2023,3,Cordillera,1,Caacupé,2,Rural,Oficial,2497,2343,4840
2023,3,Cordillera,1,Caacupé,1,Urbana,Privado,107,194,301
2023,3,Cordillera,1,Caacupé,1,Urbana,Privado Subvencionado,683,723,1406
2023,3,Cordillera,5,Caraguatay,1,Urbana,Privado Subvencionado,238,329,567
2023,3,Cordillera,5,Caraguatay,1,Urbana,Oficial,268,256,524
2023,3,Cordillera,5,Caraguatay,2,Rural,Oficial,639,583,1222
2023,3,Cordillera,5,Caraguatay,2,Rural,Privado Subvencionado,22,9,31
2023,3,Cordillera,6,Emboscada,1,Urbana,Oficial,1120,1158,2278
2023,3,Cordillera,6,Emboscada,2,Rural,Privado Subvencionado,351,394,745
2023,3,Cordillera,6,Emboscada,2,Rural,Oficial,1289,939,2228
2023,3,Cordillera,6,Emboscada,1,Urbana,Privado,7,8,15
2023,3,Cordillera,7,Eusebio Ayala,1,Urbana,Oficial,1125,1038,2163
2023,3,Cordillera,7,Eusebio Ayala,1,Urbana,Privado,26,33,59
2023,3,Cordillera,7,Eusebio Ayala,1,Urbana,Privado Subvencionado,396,386,782
2023,3,Cordillera,7,Eusebio Ayala,2,Rural,Oficial,793,722,1515
2023,3,Cordillera,8,Isla Pucú,2,Rural,Privado Subvencionado,38,33,71
2023,3,Cordillera,8,Isla Pucú,1,Urbana,Oficial,251,252,503
2023,3,Cordillera,8,Isla Pucú,1,Urbana,Privado Subvencionado,73,60,133
2023,3,Cordillera,8,Isla Pucú,2,Rural,Oficial,323,330,653
2023,3,Cordillera,9,Itacurubí de la Cordillera,2,Rural,Oficial,335,292,627
2023,3,Cordillera,9,Itacurubí de la Cordillera,1,Urbana,Privado Subvencionado,91,112,203
2023,3,Cordillera,9,Itacurubí de la Cordillera,2,Rural,Privado Subvencionado,18,9,27
2023,3,Cordillera,9,Itacurubí de la Cordillera,1,Urbana,Oficial,573,554,1127
2023,3,Cordillera,9,Itacurubí de la Cordillera,1,Urbana,Privado,15,36,51
2023,3,Cordillera,10,Juan de Mena,1,Urbana,Oficial,156,176,332
2023,3,Cordillera,10,Juan de Mena,2,Rural,Privado Subvencionado,32,34,66
2023,3,Cordillera,10,Juan de Mena,2,Rural,Oficial,687,681,1368
2023,3,Cordillera,11,Loma Grande,2,Rural,Oficial,92,79,171
2023,3,Cordillera,11,Loma Grande,1,Urbana,Oficial,323,334,657
2023,3,Cordillera,12,Mbocayaty del Yhaguy,2,Rural,Oficial,258,254,512
2023,3,Cordillera,12,Mbocayaty del Yhaguy,1,Urbana,Oficial,64,72,136
2023,3,Cordillera,13,Nueva Colombia,2,Rural,Oficial,246,234,480
2023,3,Cordillera,13,Nueva Colombia,1,Urbana,Oficial,247,225,472
2023,3,Cordillera,14,Piribebuy,2,Rural,Oficial,1339,1355,2694
2023,3,Cordillera,14,Piribebuy,1,Urbana,Privado Subvencionado,170,173,343
2023,3,Cordillera,14,Piribebuy,1,Urbana,Privado,67,89,156
2023,3,Cordillera,14,Piribebuy,1,Urbana,Oficial,1646,1450,3096
2023,3,Cordillera,16,San Bernardino,1,Urbana,Privado,22,24,46
2023,3,Cordillera,16,San Bernardino,2,Rural,Oficial,448,379,827
2023,3,Cordillera,16,San Bernardino,1,Urbana,Privado Subvencionado,95,120,215
2023,3,Cordillera,16,San Bernardino,1,Urbana,Oficial,755,798,1553
2023,3,Cordillera,20,San José Obrero,2,Rural,Oficial,119,107,226
2023,3,Cordillera,20,San José Obrero,1,Urbana,Oficial,78,88,166
2023,3,Cordillera,17,Santa Elena,2,Rural,Oficial,224,181,405
2023,3,Cordillera,17,Santa Elena,1,Urbana,Oficial,209,213,422
2023,3,Cordillera,17,Santa Elena,1,Urbana,Privado Subvencionado,52,50,102
2023,3,Cordillera,18,Tobatí,2,Rural,Oficial,1303,1170,2473
2023,3,Cordillera,18,Tobatí,1,Urbana,Privado Subvencionado,46,46,92
2023,3,Cordillera,18,Tobatí,1,Urbana,Privado,54,84,138
2023,3,Cordillera,18,Tobatí,1,Urbana,Oficial,2199,2090,4289
2023,3,Cordillera,19,Valenzuela,1,Urbana,Privado Subvencionado,71,69,140
2023,3,Cordillera,19,Valenzuela,1,Urbana,Oficial,227,250,477
2023,3,Cordillera,19,Valenzuela,2,Rural,Oficial,372,307,679
2023,4,Guairá,2,Borja,2,Rural,Oficial,941,884,1825
2023,4,Guairá,2,Borja,1,Urbana,Oficial,78,83,161
2023,4,Guairá,4,Coronel Martínez,2,Rural,Oficial,187,136,323
2023,4,Guairá,4,Coronel Martínez,1,Urbana,Oficial,354,444,798
2023,4,Guairá,16,Dr. Bottrell,2,Rural,Oficial,35,32,67
2023,4,Guairá,16,Dr. Bottrell,1,Urbana,Oficial,119,105,224
2023,4,Guairá,5,Félix Pérez Cardozo,1,Urbana,Oficial,232,189,421
2023,4,Guairá,5,Félix Pérez Cardozo,2,Rural,Oficial,260,266,526
2023,4,Guairá,6,General Eugenio A. Garay,1,Urbana,Oficial,145,128,273
2023,4,Guairá,6,General Eugenio A. Garay,2,Rural,Oficial,595,567,1162
2023,4,Guairá,7,Independencia,2,Rural,Privado,110,105,215
2023,4,Guairá,7,Independencia,1,Urbana,Oficial,510,518,1028
2023,4,Guairá,7,Independencia,1,Urbana,Privado Subvencionado,89,57,146
2023,4,Guairá,7,Independencia,2,Rural,Oficial,1818,1756,3574
2023,4,Guairá,7,Independencia,2,Rural,Privado Subvencionado,253,243,496
2023,4,Guairá,8,Itapé,1,Urbana,Privado Subvencionado,151,192,343
2023,4,Guairá,8,Itapé,1,Urbana,Oficial,151,119,270
2023,4,Guairá,8,Itapé,2,Rural,Oficial,383,348,731
2023,4,Guairá,9,Iturbe,1,Urbana,Privado,17,24,41
2023,4,Guairá,9,Iturbe,2,Rural,Oficial,222,216,438
2023,4,Guairá,9,Iturbe,1,Urbana,Privado Subvencionado,2,6,8
2023,4,Guairá,9,Iturbe,1,Urbana,Oficial,567,607,1174
2023,4,Guairá,10,José Fassardi,1,Urbana,Oficial,124,126,250
2023,4,Guairá,10,José Fassardi,2,Rural,Oficial,505,493,998
2023,4,Guairá,3,Mauricio José Troche,1,Urbana,Privado Subvencionado,234,234,468
2023,4,Guairá,3,Mauricio José Troche,1,Urbana,Oficial,356,324,680
2023,4,Guairá,3,Mauricio José Troche,2,Rural,Oficial,550,511,1061
2023,4,Guairá,11,Mbocayaty,1,Urbana,Privado Subvencionado,153,147,300
2023,4,Guairá,11,Mbocayaty,2,Rural,Oficial,360,333,693
2023,4,Guairá,11,Mbocayaty,2,Rural,Privado Subvencionado,46,37,83
2023,4,Guairá,11,Mbocayaty,1,Urbana,Oficial,371,328,699
2023,4,Guairá,11,Mbocayaty,1,Urbana,Privado,8,65,73
2023,4,Guairá,12,Natalicio Talavera,1,Urbana,Oficial,365,327,692
2023,4,Guairá,12,Natalicio Talavera,2,Rural,Oficial,151,136,287
2023,4,Guairá,13,Ñumí,1,Urbana,Privado,21,65,86
2023,4,Guairá,13,Ñumí,1,Urbana,Oficial,220,200,420
2023,4,Guairá,13,Ñumí,2,Rural,Oficial,134,113,247
2023,4,Guairá,17,Paso Yobai,2,Rural,Privado,20,24,44
2023,4,Guairá,17,Paso Yobai,1,Urbana,Oficial,499,507,1006
2023,4,Guairá,17,Paso Yobai,2,Rural,Oficial,2138,2084,4222
2023,4,Guairá,14,San Salvador,2,Rural,Oficial,78,85,163
2023,4,Guairá,14,San Salvador,1,Urbana,Privado,6,40,46
2023,4,Guairá,14,San Salvador,1,Urbana,Oficial,103,102,205
2023,4,Guairá,14,San Salvador,1,Urbana,Privado Subvencionado,99,110,209
2023,4,Guairá,18,Tebicuary,1,Urbana,Oficial,208,248,456
2023,4,Guairá,18,Tebicuary,2,Rural,Oficial,70,101,171
2023,4,Guairá,1,Villarrica,1,Urbana,Privado Subvencionado,1921,2079,4000
2023,4,Guairá,1,Villarrica,1,Urbana,Oficial,4594,4367,8961
2023,4,Guairá,1,Villarrica,1,Urbana,Privado,181,211,392
2023,4,Guairá,1,Villarrica,2,Rural,Oficial,1340,1256,2596
2023,4,Guairá,15,Yataity,2,Rural,Oficial,148,157,305
2023,4,Guairá,15,Yataity,1,Urbana,Oficial,253,260,513
2023,7,Itapúa,25,Alto Verá,1,Urbana,Oficial,144,119,263
2023,7,Itapúa,25,Alto Verá,2,Rural,Oficial,1474,1306,2780
2023,7,Itapúa,2,Bella Vista,2,Rural,Oficial,398,344,742
2023,7,Itapúa,2,Bella Vista,1,Urbana,Privado,97,125,222
2023,7,Itapúa,2,Bella Vista,1,Urbana,Oficial,580,615,1195
2023,7,Itapúa,2,Bella Vista,2,Rural,Privado Subvencionado,108,119,227
2023,7,Itapúa,2,Bella Vista,2,Rural,Privado,69,36,105
2023,7,Itapúa,3,Cambyretá,1,Urbana,Oficial,2098,2068,4166
2023,7,Itapúa,3,Cambyretá,2,Rural,Privado Subvencionado,104,118,222
2023,7,Itapúa,3,Cambyretá,2,Rural,Oficial,2228,2162,4390
2023,7,Itapúa,4,Capitán Meza,2,Rural,Privado Subvencionado,90,106,196
2023,7,Itapúa,4,Capitán Meza,1,Urbana,Oficial,243,263,506
2023,7,Itapúa,4,Capitán Meza,2,Rural,Oficial,729,656,1385
2023,7,Itapúa,5,Capitán Miranda,1,Urbana,Privado,42,43,85
2023,7,Itapúa,5,Capitán Miranda,2,Rural,Oficial,523,469,992
2023,7,Itapúa,5,Capitán Miranda,2,Rural,Privado,0,12,12
2023,7,Itapúa,5,Capitán Miranda,1,Urbana,Oficial,656,630,1286
2023,7,Itapúa,9,Carlos Antonio López,2,Rural,Privado,28,13,41
2023,7,Itapúa,9,Carlos Antonio López,2,Rural,Oficial,1265,1250,2515
2023,7,Itapúa,9,Carlos Antonio López,1,Urbana,Privado,9,40,49
2023,7,Itapúa,9,Carlos Antonio López,1,Urbana,Oficial,369,367,736
2023,7,Itapúa,9,Carlos Antonio López,2,Rural,Privado Subvencionado,53,51,104
2023,7,Itapúa,7,Carmen del Paraná,1,Urbana,Oficial,433,444,877
2023,7,Itapúa,7,Carmen del Paraná,1,Urbana,Privado Subvencionado,164,158,322
2023,7,Itapúa,7,Carmen del Paraná,2,Rural,Oficial,143,163,306
2023,7,Itapúa,8,Coronel Bogado,1,Urbana,Oficial,1170,1102,2272
2023,7,Itapúa,8,Coronel Bogado,1,Urbana,Privado,132,129,261
2023,7,Itapúa,8,Coronel Bogado,1,Urbana,Privado Subvencionado,307,350,657
2023,7,Itapúa,8,Coronel Bogado,2,Rural,Oficial,368,324,692
2023,7,Itapúa,23,Edelira,1,Urbana,Privado,64,110,174
2023,7,Itapúa,23,Edelira,2,Rural,Privado Subvencionado,47,40,87
2023,7,Itapúa,23,Edelira,2,Rural,Oficial,2096,2060,4156
2023,7,Itapúa,23,Edelira,1,Urbana,Privado Subvencionado,208,176,384
2023,7,Itapúa,23,Edelira,1,Urbana,Oficial,48,51,99
2023,7,Itapúa,1,Encarnación,1,Urbana,Oficial,8744,8340,17084
2023,7,Itapúa,1,Encarnación,1,Urbana,Privado,2658,3086,5744
2023,7,Itapúa,1,Encarnación,1,Urbana,Privado Subvencionado,1655,1595,3250
2023,7,Itapúa,1,Encarnación,2,Rural,Oficial,1597,1657,3254
2023,7,Itapúa,11,Fram,1,Urbana,Oficial,527,462,989
2023,7,Itapúa,11,Fram,2,Rural,Oficial,128,114,242
2023,7,Itapúa,11,Fram,1,Urbana,Privado Subvencionado,270,309,579
2023,7,Itapúa,11,Fram,1,Urbana,Privado,62,67,129
2023,7,Itapúa,12,General Artigas,1,Urbana,Oficial,676,639,1315
2023,7,Itapúa,12,General Artigas,2,Rural,Oficial,279,257,536
2023,7,Itapúa,12,General Artigas,1,Urbana,Privado,6,22,28
2023,7,Itapúa,13,General Delgado,1,Urbana,Oficial,145,115,260
2023,7,Itapúa,13,General Delgado,2,Rural,Privado Subvencionado,134,113,247
2023,7,Itapúa,13,General Delgado,1,Urbana,Privado Subvencionado,152,149,301
2023,7,Itapúa,13,General Delgado,2,Rural,Oficial,210,198,408
2023,7,Itapúa,14,Hohenau,1,Urbana,Privado Subvencionado,148,141,289
2023,7,Itapúa,14,Hohenau,2,Rural,Oficial,447,442,889
2023,7,Itapúa,14,Hohenau,1,Urbana,Privado,326,331,657
2023,7,Itapúa,14,Hohenau,1,Urbana,Oficial,594,575,1169
2023,7,Itapúa,30,Itapúa Poty,1,Urbana,Oficial,244,296,540
2023,7,Itapúa,30,Itapúa Poty,2,Rural,Oficial,1037,1015,2052
2023,7,Itapúa,30,Itapúa Poty,1,Urbana,Privado,26,61,87
2023,7,Itapúa,15,Jesús,2,Rural,Oficial,69,56,125
2023,7,Itapúa,15,Jesús,1,Urbana,Oficial,259,288,547
2023,7,Itapúa,15,Jesús,1,Urbana,Privado Subvencionado,182,198,380
2023,7,Itapúa,16,José Leandro Oviedo,2,Rural,Oficial,171,165,336
2023,7,Itapúa,16,José Leandro Oviedo,1,Urbana,Oficial,112,76,188
2023,7,Itapúa,26,La Paz,1,Urbana,Oficial,295,273,568
2023,7,Itapúa,26,La Paz,2,Rural,Oficial,57,53,110
2023,7,Itapúa,18,Mayor Julio Dionisio Otaño,1,Urbana,Oficial,677,742,1419
2023,7,Itapúa,18,Mayor Julio Dionisio Otaño,2,Rural,Oficial,479,499,978
2023,7,Itapúa,18,Mayor Julio Dionisio Otaño,1,Urbana,Privado Subvencionado,152,164,316
2023,7,Itapúa,18,Mayor Julio Dionisio Otaño,1,Urbana,Privado,5,37,42
2023,7,Itapúa,10,Natalio,1,Urbana,Privado,0,31,31
2023,7,Itapúa,10,Natalio,1,Urbana,Oficial,659,689,1348
2023,7,Itapúa,10,Natalio,2,Rural,Privado,6,48,54
2023,7,Itapúa,10,Natalio,2,Rural,Oficial,1218,1218,2436
2023,7,Itapúa,10,Natalio,1,Urbana,Privado Subvencionado,52,45,97
2023,7,Itapúa,6,Nueva Alborada,2,Rural,Oficial,472,386,858
2023,7,Itapúa,6,Nueva Alborada,1,Urbana,Oficial,90,110,200
2023,7,Itapúa,17,Obligado,1,Urbana,Privado,259,196,455
2023,7,Itapúa,17,Obligado,1,Urbana,Privado Subvencionado,413,432,845
2023,7,Itapúa,17,Obligado,2,Rural,Oficial,375,379,754
2023,7,Itapúa,17,Obligado,2,Rural,Privado,5,8,13
2023,7,Itapúa,17,Obligado,2,Rural,Privado Subvencionado,49,26,75
2023,7,Itapúa,17,Obligado,1,Urbana,Oficial,595,536,1131
2023,7,Itapúa,29,Pirapó,2,Rural,Privado Subvencionado,7,11,18
2023,7,Itapúa,29,Pirapó,1,Urbana,Oficial,305,305,610
2023,7,Itapúa,29,Pirapó,1,Urbana,Privado,11,26,37
2023,7,Itapúa,29,Pirapó,1,Urbana,Privado Subvencionado,112,126,238
2023,7,Itapúa,29,Pirapó,2,Rural,Oficial,214,216,430
2023,7,Itapúa,19,San Cosme y Damián,1,Urbana,Oficial,352,346,698
2023,7,Itapúa,19,San Cosme y Damián,2,Rural,Oficial,562,483,1045
2023,7,Itapúa,28,San Juan del  Paraná,2,Rural,Oficial,657,657,1314
2023,7,Itapúa,28,San Juan del  Paraná,1,Urbana,Oficial,474,502,976
2023,7,Itapúa,20,San Pedro del Paraná,2,Rural,Oficial,1942,1822,3764
2023,7,Itapúa,20,San Pedro del Paraná,1,Urbana,Oficial,610,498,1108
2023,7,Itapúa,20,San Pedro del Paraná,1,Urbana,Privado Subvencionado,191,219,410
2023,7,Itapúa,21,San Rafael del Paraná,1,Urbana,Privado,0,12,12
2023,7,Itapúa,21,San Rafael del Paraná,1,Urbana,Oficial,114,142,256
2023,7,Itapúa,21,San Rafael del Paraná,2,Rural,Privado,41,41,82
2023,7,Itapúa,21,San Rafael del Paraná,2,Rural,Oficial,1616,1636,3252
2023,7,Itapúa,24,Tomás Romero Pereira,2,Rural,Oficial,2049,1874,3923
2023,7,Itapúa,24,Tomás Romero Pereira,2,Rural,Privado,14,13,27
2023,7,Itapúa,24,Tomás Romero Pereira,1,Urbana,Privado Subvencionado,526,546,1072
2023,7,Itapúa,24,Tomás Romero Pereira,1,Urbana,Privado,57,83,140
2023,7,Itapúa,24,Tomás Romero Pereira,1,Urbana,Oficial,886,919,1805
2023,7,Itapúa,22,Trinidad,2,Rural,Privado Subvencionado,16,10,26
2023,7,Itapúa,22,Trinidad,1,Urbana,Oficial,392,400,792
2023,7,Itapúa,22,Trinidad,2,Rural,Oficial,519,504,1023
2023,7,Itapúa,27,Yatytay,2,Rural,Oficial,453,404,857
2023,7,Itapúa,27,Yatytay,1,Urbana,Privado,0,14,14
2023,7,Itapúa,27,Yatytay,1,Urbana,Oficial,609,597,1206
2023,8,Misiones,2,Ayolas,1,Urbana,Privado,103,198,301
2023,8,Misiones,2,Ayolas,1,Urbana,Privado Subvencionado,48,50,98
2023,8,Misiones,2,Ayolas,2,Rural,Oficial,365,336,701
2023,8,Misiones,2,Ayolas,1,Urbana,Oficial,1754,1865,3619
2023,8,Misiones,3,San Ignacio,2,Rural,Privado Subvencionado,55,27,82
2023,8,Misiones,3,San Ignacio,1,Urbana,Oficial,2352,2484,4836
2023,8,Misiones,3,San Ignacio,1,Urbana,Privado,107,138,245
2023,8,Misiones,3,San Ignacio,1,Urbana,Privado Subvencionado,353,370,723
2023,8,Misiones,3,San Ignacio,2,Rural,Oficial,1011,1033,2044
2023,8,Misiones,1,San Juan Bautista,2,Rural,Oficial,627,527,1154
2023,8,Misiones,1,San Juan Bautista,1,Urbana,Privado,140,191,331
2023,8,Misiones,1,San Juan Bautista,1,Urbana,Privado Subvencionado,412,427,839
2023,8,Misiones,1,San Juan Bautista,1,Urbana,Oficial,1529,1303,2832
2023,8,Misiones,4,San Miguel,2,Rural,Oficial,424,380,804
2023,8,Misiones,4,San Miguel,1,Urbana,Oficial,186,199,385
2023,8,Misiones,5,San Patricio,2,Rural,Oficial,134,115,249
2023,8,Misiones,5,San Patricio,1,Urbana,Oficial,269,262,531
2023,8,Misiones,6,Santa María,1,Urbana,Privado Subvencionado,30,32,62
2023,8,Misiones,6,Santa María,2,Rural,Oficial,462,424,886
2023,8,Misiones,6,Santa María,1,Urbana,Oficial,486,514,1000
2023,8,Misiones,7,Santa Rosa,1,Urbana,Privado,14,44,58
2023,8,Misiones,7,Santa Rosa,2,Rural,Oficial,805,780,1585
2023,8,Misiones,7,Santa Rosa,1,Urbana,Privado Subvencionado,232,297,529
2023,8,Misiones,7,Santa Rosa,1,Urbana,Oficial,881,861,1742
2023,8,Misiones,8,Santiago,1,Urbana,Privado Subvencionado,25,20,45
2023,8,Misiones,8,Santiago,1,Urbana,Oficial,327,319,646
2023,8,Misiones,8,Santiago,2,Rural,Oficial,308,310,618
2023,8,Misiones,9,Villa Florida,1,Urbana,Oficial,407,379,786
2023,8,Misiones,10,Yabebyry,2,Rural,Oficial,80,113,193
2023,8,Misiones,10,Yabebyry,1,Urbana,Oficial,207,169,376
2023,12,Ñeembucú,2,Alberdi,2,Rural,Oficial,62,65,127
2023,12,Ñeembucú,2,Alberdi,1,Urbana,Oficial,767,816,1583
2023,12,Ñeembucú,2,Alberdi,1,Urbana,Privado Subvencionado,109,116,225
2023,12,Ñeembucú,3,Cerrito,1,Urbana,Oficial,306,295,601
2023,12,Ñeembucú,3,Cerrito,2,Rural,Oficial,134,110,244
2023,12,Ñeembucú,4,Desmochados,2,Rural,Oficial,14,20,34
2023,12,Ñeembucú,4,Desmochados,1,Urbana,Oficial,56,54,110
2023,12,Ñeembucú,5,General José Eduvigis Díaz,2,Rural,Oficial,103,99,202
2023,12,Ñeembucú,5,General José Eduvigis Díaz,1,Urbana,Oficial,183,186,369
2023,12,Ñeembucú,6,Guazú Cuá,1,Urbana,Oficial,68,54,122
2023,12,Ñeembucú,6,Guazú Cuá,2,Rural,Oficial,27,26,53
2023,12,Ñeembucú,7,Humaitá,1,Urbana,Oficial,192,183,375
2023,12,Ñeembucú,7,Humaitá,2,Rural,Oficial,35,33,68
2023,12,Ñeembucú,8,Isla Umbú,2,Rural,Oficial,35,36,71
2023,12,Ñeembucú,8,Isla Umbú,1,Urbana,Oficial,137,124,261
2023,12,Ñeembucú,9,Laureles,2,Rural,Oficial,62,59,121
2023,12,Ñeembucú,9,Laureles,1,Urbana,Oficial,130,131,261
2023,12,Ñeembucú,10,Mayor Martínez,2,Rural,Oficial,138,131,269
2023,12,Ñeembucú,10,Mayor Martínez,1,Urbana,Oficial,131,148,279
2023,12,Ñeembucú,11,Paso de Patria,1,Urbana,Oficial,143,157,300
2023,12,Ñeembucú,11,Paso de Patria,2,Rural,Oficial,8,3,11
2023,12,Ñeembucú,1,Pilar,2,Rural,Oficial,109,120,229
2023,12,Ñeembucú,1,Pilar,1,Urbana,Oficial,1943,2024,3967
2023,12,Ñeembucú,1,Pilar,1,Urbana,Privado,42,88,130
2023,12,Ñeembucú,1,Pilar,1,Urbana,Privado Subvencionado,1771,1972,3743
2023,12,Ñeembucú,12,San Juan Bautista,1,Urbana,Oficial,190,213,403
2023,12,Ñeembucú,12,San Juan Bautista,2,Rural,Oficial,193,227,420
2023,12,Ñeembucú,13,Tacuaras,2,Rural,Oficial,204,206,410
2023,12,Ñeembucú,13,Tacuaras,1,Urbana,Oficial,117,99,216
2023,12,Ñeembucú,14,Villa Franca,2,Rural,Oficial,6,7,13
2023,12,Ñeembucú,14,Villa Franca,1,Urbana,Oficial,86,87,173
2023,12,Ñeembucú,16,Villalbín,2,Rural,Oficial,115,116,231
2023,12,Ñeembucú,16,Villalbín,1,Urbana,Oficial,55,73,128
2023,12,Ñeembucú,15,Villa Oliva,1,Urbana,Oficial,167,169,336
2023,12,Ñeembucú,15,Villa Oliva,2,Rural,Oficial,220,211,431
2023,9,Paraguarí,2,Acahay,1,Urbana,Oficial,627,618,1245
2023,9,Paraguarí,2,Acahay,2,Rural,Oficial,976,892,1868
2023,9,Paraguarí,2,Acahay,1,Urbana,Privado Subvencionado,9,52,61
